system_id,method,pes_calls,tot_time,success,termination_status,rmsd_init_saddle,barrier,mol_id,spin
108_doublets,cg_no,225,1009.242,True,GOOD,0.3473589473364822,-2.160094892743473,108,doublets
108_singlets,cg_no,430,1620.746,True,GOOD,32.937025030974326,-7.17919875060943,108,singlets
109_doublets,cg_no,308,1720.206,True,GOOD,0.6705707204356747,-1.7807526908254658,109,doublets
109_singlets,cg_no,179,666.97,True,GOOD,0.3216925090045029,-8.405393676557651,109,singlets
110_doublets,cg_no,118,570.715,True,GOOD,0.192429291524786,-0.049256502758908,110,doublets
110_singlets,cg_no,1091,4527.214,True,GOOD,13.71474430854343,-2.527032153355321,110,singlets
111_doublets,cg_no,522,3155.559,True,GOOD,0.4440766859950891,-2.400094282478676,111,doublets
111_singlets,cg_no,178,694.361,True,GOOD,0.2574725455577142,-1.6725931595256045,111,singlets
112_doublets,cg_no,182,1015.645,True,GOOD,0.2064344045400637,-0.3631272007896768,112,doublets
112_singlets,cg_no,135,496.378,True,GOOD,0.2004178531484201,-0.6186245619765032,112,singlets
113_doublets,cg_no,537,3136.359,True,GOOD,0.5196845413949862,-2.808509760123343,113,doublets
113_singlets,cg_no,407,1707.516,True,GOOD,0.6616589600682021,-0.3736905641817429,113,singlets
114_doublets,cg_no,645,3337.98,True,GOOD,1.4584396521415477,-0.812156981213775,114,doublets
114_singlets,cg_no,346,1489.302,True,GOOD,0.439713135220861,-2.163215972492253,114,singlets
115_doublets,cg_no,212,1356.611,True,GOOD,0.2175938099347388,-0.8149725509792916,115,doublets
115_singlets,cg_no,0,0.0,False,OPTIMIZER_ERROR,23.123121666717783,,115,singlets
116_doublets,cg_no,398,1767.653,True,GOOD,0.7800885598637574,-2.154324292723686,116,doublets
116_singlets,cg_no,511,2310.046,True,GOOD,1.3176498659278435,-4.044299469029284,116,singlets
117_doublets,cg_no,133,606.285,True,GOOD,0.2702956373018718,-2.8844653955902686,117,doublets
117_singlets,cg_no,127,461.574,True,GOOD,0.3686789838206722,-2.0726527567803714,117,singlets
118_doublets,cg_no,922,4877.255,True,GOOD,1.7611300701639123,-2.096807633068238,118,doublets
118_singlets,cg_no,989,3919.746,True,GOOD,37.78169067263456,-3.2923997359957866,118,singlets
119_doublets,cg_no,142,776.081,True,GOOD,0.4943630459345733,-0.3432284187447294,119,doublets
119_singlets,cg_no,2313,8384.576,True,GOOD,3.323555120892137,-4.8603896376771445,119,singlets
120_doublets,cg_no,262,1296.024,True,GOOD,0.4113647411250291,-5.174635484126156,120,doublets
120_singlets,cg_no,151,538.033,True,GOOD,0.3982492707423884,-24.09458306157921,120,singlets
121_doublets,cg_no,144,852.424,True,GOOD,0.0992653533809738,-0.506609543538616,121,doublets
121_singlets,cg_no,170,597.365,True,GOOD,0.3116178236292898,-1.9196214825506104,121,singlets
122_doublets,cg_no,212,963.213,True,GOOD,0.3358033467251458,-1.5321677252350128,122,doublets
122_singlets,cg_no,380,2090.035,True,GOOD,0.9845912681650578,-2.5132838061217626,122,singlets
123_doublets,cg_no,543,3540.522,True,GOOD,0.592490629419771,-1.837343524268363,123,doublets
123_singlets,cg_no,696,2770.445,True,GOOD,10.364923382262935,-1.989765395397626,123,singlets
124_doublets,cg_no,555,2343.134,True,GOOD,4.156845573243209,-1.6207341807967168,124,doublets
124_singlets,cg_no,266,1082.693,True,GOOD,0.2947265891376514,-0.5183812281065912,124,singlets
125_doublets,cg_no,489,2643.352,True,GOOD,1.0077685005002204,-1.868604848104951,125,doublets
125_singlets,cg_no,614,2391.48,True,GOOD,0.9699475147171004,-7.140003268934379,125,singlets
126_doublets,cg_no,540,2978.875,True,GOOD,12.517361228841288,-2.9238911964712315,126,doublets
126_singlets,cg_no,0,0.0,False,BAD_MAX_ITERATIONS,5.870442365595901,,126,singlets
127_doublets,cg_no,263,1077.117,True,GOOD,0.6467404332170733,-2.059804801874634,127,doublets
127_singlets,cg_no,188,644.536,True,GOOD,0.5089106097445817,-3.174179373640982,127,singlets
128_doublets,cg_no,141,882.084,True,GOOD,0.1064640880717786,-0.4552723578999575,128,doublets
